"Name","House","Expansion – #","Type","Rarity","Aerc Min","Aerc Max","Amber Control","Amber Control Max","Expected Amber","Expected Amber Max","Creature Protection","Creature Protection Max","Artifact Control","Artifact Control Max","Creature Control","Creature Control Max","Effective Power","Effective Power Max","Efficiency","Efficiency Max","Recursion","Recursion Max","Disruption","Disruption Max","Other","Other Max","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"A. Vinda","Shadows","WORLDS_COLLIDE – 235","Creature","Common","1.3","1.5499999999999998","0","","0","","0","","0","","0.25","","4","","0","0","","","0.25","0.5","0","","0","4","","14910","15484","discardsCards – 2 – anyHouse | goodReap – 3 – anyHouse | dealsDamage – 2 – anyHouse","causesReaping – 3 – anyHouse | regenerates – 4 – anyHouse","THIEF | ELF","Reap: Deal 1D to a creature. If this damage destroys that creature, your opponent discards a random card from their hand.","“My sister and I have a job lined up. You in, Penny?”"
"Mug","Shadows","MASS_MUTATION – 251 | WORLDS_COLLIDE – 244 | DARK_TIDINGS – 236","Action","Common","1.75","2.75","0","0.5","1.25","1.75","0","","0","","0.5","","0","","0","0","","","0","","0","","1","","","0","0","dealsDamage – 2 – anyHouse | removesCapturedAmber – 1 – anyHouse","capturesAmber – 1 – anyHouse | exalt – 1 – anyHouse | bonusCapture – 1 – anyHouse","","Play: Move 1 from a creature to your pool. Deal 2 to that creature. ",""
"Breaker Hill","Shadows","WORLDS_COLLIDE – 237","Creature","Common","1.2000000000000002","1.4500000000000002","0.5","0.75","0","","0","","0","","0","","3","","0","0","","","0","","0","","0","1","","14508","15462","elusive – 3 – anyHouse | stealsAmber – 3 – anyHouse | goodAction – 3 – anyHouse","uses – 3 – anyHouse | protectsCreatures – 2 – anyHouse","THIEF | ELF","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Each of Breaker Hill’s neighbors gains, “Action: Steal 1A.”",""
"One-Eyed Willa","Shadows","DARK_TIDINGS – 237","Creature","Common","1.4","1.9","0.5","1","0","","0","","0","","0","","5","","0","0","","","0","","0","","0","2","","0","0","elusive – 2 – anyHouse | skirmish – 2 – anyHouse | stealsAmber – 2 – anyHouse | goodFight – 3 – anyHouse","raisesTide – 2 – anyHouse | causesFighting – 2 – anyHouse","THIEF | ELF"," While the tide is high, One-Eyed Willa gains elusive and skirmish. Fight: Steal 1.","She has yet to lay eye on the sea’s greatest treasure."
"Hit and Run","Shadows","WORLDS_COLLIDE – 238","Action","Common","0.5","0.75","0","","0","","0","","0","","0.5","0.75","0","","0","0","","","0","","0","","0","","","14276","14505","dealsDamage – 3 – anyHouse | returns_R_ToHand – 3 – anyHouse | replays – 3 – anyHouse","goodPlay – 3 – anyHouse","","Play: Deal 2D to a creature. Return a friendly creature to your hand.","The best getaway drivers don’t know they’re getaway drivers."
"Scooped","Shadows","DARK_TIDINGS – 238","Action","Common","2.5","","0.5","","1.5","","0","","0","","0.5","","0","","0","0","","","0","","0","","1","","","0","0","exalt – 2 – anyHouse | putsAmberOnTarget – 2 – anyHouse | dealsDamage – 3 – anyHouse | good – 2 – anyHouse","","","Play: Deal 2 to a creature. If it is not destroyed, it captures 1 from its own side.","“You wanna get scooped?”"
"Hock","Shadows","WORLDS_COLLIDE – 239","Action","Common","3","","0","","1.5","","0","","1.5","","0","","0","","0","0","","","0","","0","","1","","","17584","16944","destroys – 3 – anyHouse | good – 3 – anyHouse","","","Play: Destroy an artifact. If you do, gain 1A.","“Orb of Wonder? Best I can do is two bits.” – Selwyn the Fence"
"Sea Urchin","Shadows","DARK_TIDINGS – 239","Creature","Common","1.9500000000000002","2.6999999999999997","0.75","1","0.5","1","0","","0","","0","","3","","0","0","","","0","","0","","0","1","","0","0","poison – 2 – anyHouse | stealsAmber – 2 – anyHouse | capturesAmber – 1 – anyHouse","raisesTide – 3 – anyHouse","THIEF | AQUAN","Poison.  (Any damage dealt by this creature’s power during a fight destroys the damaged creature.)  Play: Capture 1. If the tide is high, steal 1 instead.",""
"Seeker Needle","Shadows","CALL_OF_THE_ARCHONS – 290 | MASS_MUTATION – 256 | DARK_TIDINGS – 240","Artifact","Common","0.75","1","0","","0.5","0.75","0","","0","","0.25","","0","","0","0","","","0","","0","","0","","","0","0","usableArtifact – 3 – anyHouse | dealsDamage – 3 – anyHouse","any – 1 – anyHouse | regenerates – 4 – anyHouse","WEAPON","Action: Deal 1 to a creature. If this damage destroys that creature, gain 1.","“What was that?”"
"Hugger-Mugger","Shadows","WORLDS_COLLIDE – 240","Creature","Common","1.9","","0.5","","0.5","","0","","0","","0","","5","","0","0","","","0","","0","","0","3","","16062","15836","elusive – 3 – anyHouse | stealsAmber – 3 – anyHouse | capturesAmber – 3 – anyHouse | goodPlay – 3 – anyHouse","","THIEF | ELF","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Play: Capture 1A. Then, if your opponent has more forged keys than you, steal 1A.","There’s no such thing as a free hug."
"Inky Gloom","Shadows","WORLDS_COLLIDE – 241","Action","Common","0.5","","0","","0","","0","","0","","0.5","","0","","0","0","","","0","","0","","0","","","13352","14084","","","","Play: Your opponent cannot use creatures to reap on their next turn.",""
"Shoulder Id","Shadows","MASS_MUTATION – 257 | DARK_TIDINGS – 241","Creature","Common","1.7000000000000002","3.1999999999999997","0.25","1","0.25","1","0.5","","0","","0","","3","","0","0","","","0","","0","","0","6","","0","0","stealsAmber – 3 – anyHouse | protectsCreatures – 3 – anyHouse | preventsFighting – 3 – anyHouse","card – 3 – anyHouse | card – 2 – anyHouse | card – 3 – anyHouse","SPECTER","Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.) Shoulder Id cannot fight. When Shoulder Id would deal damage, steal 1 instead.",""
"Walk the Plank","Shadows","DARK_TIDINGS – 242","Action","Common","2.25","","1","","1","","0","","0","","0.25","","0","","0","0","","","0","","0","","0","","","0","0","stealsAmber – 2 – anyHouse | dealsDamage – 1 – anyHouse","","","Play: If your opponent has no , deal 4 to a creature. Otherwise, steal 1. ",""
"J. Vinda","Shadows","WORLDS_COLLIDE – 242","Creature","Common","1.5499999999999998","2.05","0.25","0.5","0.25","0.5","0","","0","","0.25","","4","","0","0","","","0","","0","","0","2","","15458","15855","elusive – 3 – anyHouse | stealsAmber – 3 – anyHouse | goodReap – 3 – anyHouse | dealsDamage – 2 – anyHouse","card – 4 – house | causesReaping – 3 – anyHouse","THIEF | ELF","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Deal 1D to a creature. If this damage destroys that creature, steal 1A.","“You mess with my sister, you mess with me.”"
"Kymoor Eclipse","Shadows","WORLDS_COLLIDE – 243","Action","Common","0.75","1.25","0","","0","","0","","0","","1.25","1.75","-5","","0","0","","","0","","0","","0","","","14571","14883","replays – 3 – anyHouse","goodPlay – 3 – anyHouse","","Play: Shuffle each flank creature into its owner’s deck. ","“Eclipse!” – Kymoor gang code for  “enforcers are coming” "
"Pestering Blow","Shadows","WORLDS_COLLIDE – 245","Action","Common","1.5","","0","","1","","0","","0","","0.5","","0","","0","0","","","0","","0","","1","","","14695","14557","dealsDamage – 2 – anyHouse","","","Play: Deal 1D to a creature and enrage it.","“That oughta get his attention.” – Dodger"
"Bo Nithing","Shadows","MASS_MUTATION – 245","Creature","Common","2.6","4.6000000000000005","1","2","1","2","0","","0","","0","","2","","0","0","","","0","","0","","0","2","","7222","6120","stealsAmber – 3 – anyHouse | good – 3 – anyHouse | goodPlay – 4 – anyHouse | good – 4 – anyHouse","replays – 4 – house | replays – 1 – outOfHouse | card – 3 – anyHouse | archives – 2 – anyHouse","THIEF | ELF","Play: Steal 1A for each forged key your opponent has.","“One for me, and one for Mr. Shadow.”"
"Dæmo-Thief","Shadows","MASS_MUTATION – 246","Creature","Common","2.3","3.3","0.75","1.25","0.75","1.25","0","","0","","0","","4","","0","0","","","0","","0","","0","2","","1075","1005","stealsAmber – 3 – anyHouse | goodDestroyed – 3 – anyHouse | elusive – 3 – anyHouse | good – 2 – anyHouse","returns_R_FromDiscard – 3 – anyHouse | destroys – 3 – anyHouse | damagesMultiple – 2 – anyHouse","MUTANT | THIEF","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Destroyed: Steal 1A.﻿﻿",""
"Dark Wave","Shadows","MASS_MUTATION – 247","Action","Common","1","2.251","0","","0.5","1","0","","0","","1","1.25","-5","0.01","0","0","","","0","","0","","1","","","5774","5539","dealsDamage – 3 – anyHouse | damagesMultiple – 3 – anyHouse | boardClear – 1 – anyHouse","highTotalArmor – 3 – anyHouse | addsArmor – 3 – anyHouse | any – -2 – anyHouse | goodDestroyed – 2 – anyHouse","","Play: Deal 2D to each non-Mutant  creature.","“Significantly less tubular.” – Quixo the “Adventurer”"
"Symon","Shadows","WORLDS_COLLIDE – 247","Creature","Common","0.7","0.9500000000000001","0","","0","","0","","0","","0","0.25","3","","0","0","","","0","","0","","0","1","","13961","14522","skirmish – 3 – anyHouse | goodFight – 3 – anyHouse","causesFighting – 3 – anyHouse | protectsCreatures – 3 – anyHouse","ALIEN | THIEF","Skirmish. (When you use this creature to fight, it is dealt no damage in return.) Fight: Put the creature Symon fights on top of its owner’s deck.",""
"Trust No One","Shadows","WORLDS_COLLIDE – 248","Action","Common","2","3","1","1.5","1","1.5","0","","0","","0","","0","","0","0","","","0","","0","","0","","","15733","15131","stealsAmber – 3 – anyHouse | good – 2 – anyHouse","highCreatureCount – -3 – anyHouse | lowCreatureCount – 3 – anyHouse","","Play: Steal 1A. If there are no friendly creatures in play, instead steal 1A for each house represented among enemy creatures (to a maximum of 3).",""
"Look Over There!","Shadows","MASS_MUTATION – 250","Action","Common","2","","0.75","","0.75","","0","","0","","0.5","","0","","0","0","","","0","","0","","0","","","6148","5581","good – 2 – anyHouse | stealsAmber – 2 – anyHouse | dealsDamage – 2 – anyHouse","","","Play: Deal 2D to a creature. If it is not destroyed, steal 1A.","“I could’ve sworn I heard a bumblebird...”"
"Chain Gang","Shadows","WORLDS_COLLIDE – 252","Creature","Uncommon","1.2000000000000002","3.1999999999999997","0.5","1.75","0","0.75","0","","0","","0","","3","","0","0","","","0","","0","","0","3","","6315","6125","stealsAmber – 3 – anyHouse | goodAction – 3 – anyHouse","uses – 2 – anyHouse | protectsCreatures – 2 – anyHouse | archives – 2 – outOfHouse | card – 3 – house","THIEF | ELF","After you play Subtle Chain, ready Chain Gang.  Action: Steal 1A. Shuffle a Subtle Chain from your discard pile into your deck.","The chain was intended as a punishment."
"Mutant Cutpurse","Shadows","MASS_MUTATION – 252","Creature","Common","1.4500000000000002","","0","","0","","0","","0","","0.75","","3","","0","0","","","0","","0","","0","3","","6403","5690","","","MUTANT | THIEF","Enhance DDD. (These icons have already been added to cards in your deck.)﻿﻿",""
"Nexus","Shadows","CALL_OF_THE_ARCHONS – 305 | MASS_MUTATION – 253","Creature","Common","1.15","1.4","0","","0","","0","","0.25","0.5","0","","5","","0","0","","","0","","0","","0","3","","49951","42411","goodReap – 3 – anyHouse | elusive – 3 – anyHouse | uses – 2 – anyHouse","causesReaping – 3 – anyHouse","CYBORG | THIEF","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Use an enemy artifact as if it were yours.﻿﻿",""
"Opportunist","Shadows","MASS_MUTATION – 254","Upgrade","Common","1.75","","0.5","","1","","0.25","","0","","0","","0","","0","0","","","0","","0","","1","","","5788","5315","elusive – 3 – anyHouse | protectsCreatures – 2 – anyHouse | preventsFighting – 2 – anyHouse | goodPlay – 3 – anyHouse","","","This creature gains elusive. (The first time this creature is attacked each turn, no damage is dealt.) Play: This creature captures 1A from its opponent.﻿﻿",""
"Rad Penny","Shadows","MASS_MUTATION – 255","Creature","Common","2.5","3.5","1.25","1.75","1.25","1.75","0","","0","","0","","1","","-0.5","0","","","0","","0","","0","1","","8090","6748","stealsAmber – 3 – anyHouse | goodDestroyed – 3 – anyHouse | goodPlay – 4 – anyHouse | regenerates – 1 – anyHouse | good – 3 – anyHouse","destroys – 2 – anyHouse | damagesMultiple – 2 – anyHouse | dealsDamage – 2 – anyHouse | selfEnhanced – 2 – anyHouse","MUTANT | THIEF","Play: Steal 1A.  Destroyed: Shuffle Rad Penny into your deck.","A penny stolen is even better than a penny saved!"
"Into the Night","Shadows","WORLDS_COLLIDE – 256","Action","Uncommon","0.5","","0","","0","","0","","0","","0","","0","","0","0","","","0","","0.5","","0","","","4944","5383","protectsCreatures – 2 – anyHouse | preventsFighting – 2 – anyHouse","","","Play: Until the start of your next turn, non-Shadows creatures cannot be used to fight.",""
"No Safety in Numbers","Shadows","WORLDS_COLLIDE – 257","Action","Uncommon","1","3","0","","0.5","1","0","","0","","1","2.5","-5","","0","0","","","0","","0","","1","","","5881","5539","damagesMultiple – 3 – anyHouse | damagesMultiple – 3 – anyHouse | dealsDamage – 3 – anyHouse","highCreatureCount – -3 – anyHouse | highTotalArmor – 3 – anyHouse | lowCreatureCount – 3 – anyHouse","","Play: Deal 3D to each creature that belongs to a house that has 3 or more creatures in play.",""
"Subtle Otto","Shadows","MASS_MUTATION – 258","Creature","Common","1.5","","0","","0","","0","","0","","0","","1","","0","0","","","1","","0","","0","1","","5873","5703","discardsCards – 3 – anyHouse","","MUTANT | THIEF","Play: Your opponent discards a random card from their hand. ","Otto was hard to spot even before he grew chameleonic scales."
"Tempting Offer","Shadows","MASS_MUTATION – 259","Action","Common","1.25","1.75","-0.25","","0.75","1.25","0","","0","","0.5","","0","","0","0","","","0.25","","0","","1","","","6007","5656","returns_R_ToHand – 2 – anyHouse","stealsAmber – 2 – house","","Enhance PT. (These icons have already been added to cards in your deck.) Play: Return an enemy creature to its owner’s hand. If you do, your opponent gains 1A.﻿﻿",""
"Vandalize","Shadows","MASS_MUTATION – 260","Action","Common","1.5","","0","","1","","0","","0","","0","","0","","0","0","","","0.5","","0","","1","","","5940","5510","revealsTopDeck – 3 – anyHouse","","","Play: Look at the top 3 cards of your opponent’s deck. Discard 1 and put the others back in any order.","“I think it looks better.”"
"Subtle Chain","Shadows","WORLDS_COLLIDE – 262","Action","Uncommon","2","3","0","","1","","0","","0","","0","","0","","0","0","","","1","2","0","","1","","","11861","11739","discardsCards – 3 – anyHouse | good – 2 – anyHouse","card – 3 – anyHouse | archives – 2 – outOfHouse","","Play: Your opponent discards a random card from their hand. ","The chain keeps us together, running in the shadows."
"""Borrow""","Shadows","DARK_TIDINGS – 213 | MASS_MUTATION – 263","Action","Uncommon","3","","0","","1","","0","","1.5","","0","","0","","0","0","","","0","","0.5","","1","","","2584","2193","uses – 3 – anyHouse | good – 3 – anyHouse","","","Play: Take control of an enemy artifact. While under your control, it belongs to house Shadows. (Instead of its original house.) ","“They said they’d bring it right back.” – Squire Alys"
"Boss Zarek","Shadows","MASS_MUTATION – 264","Creature","Uncommon","2.2","3.1999999999999997","1.5","","0","","0","1","0","","0","","3","","0","0","","","0","","0","","0","3","","2619","2248","elusive – 3 – anyHouse | good – 2 – anyHouse","bonusCapture – 1 – anyHouse | capturesAmber – 1 – anyHouse | exalt – 1 – anyHouse","MUTANT | THIEF","Enhance PTPTPT. (These icons have already been added to cards in your deck.) Each friendly creature with A on it gains elusive.﻿﻿",""
